schema_changed,missing_cols_count,null_rate,duplicate_rate,contract_violation_count,upstream_failed,cpu_usage,memory_mb,runtime_ratio,error_rate,throughput_change,latency_change,root_cause
0,0,0.0056,0.0001,0,0,20.41,298.43,2.58,1.0,-0.7582,4.3636,timeout
0,0,0.0003,0.0,0,0,98.11,3490.37,0.95,1.0,-0.0006,2.1418,resource_constraint
0,0,0.1353,0.1709,7,0,25.65,144.92,0.95,0.6,0.0571,-0.0866,data_quality
0,0,0.004,0.0,0,0,56.18,176.04,1.16,1.0,0.0853,-0.0512,unknown
0,0,0.0042,0.002,0,0,61.83,212.57,0.95,0.0,0.0545,0.0299,unknown
1,3,0.0031,0.0001,3,0,28.12,272.27,1.2,1.0,0.0043,0.0317,schema_change
1,3,0.0,0.0015,3,0,30.34,260.44,0.99,1.0,-0.0512,0.0644,schema_change
1,2,0.0014,0.0,3,0,39.37,284.94,0.85,1.0,0.008,0.1267,schema_change
0,0,0.1342,0.2211,7,0,43.92,223.38,1.2,0.92,-0.0495,0.0495,data_quality
1,3,0.0031,0.0027,3,0,32.39,298.05,0.96,1.0,-0.1019,-0.0504,schema_change
0,0,0.0,0.0028,0,1,30.45,304.82,0.19,1.0,-0.0874,-0.0163,dependency_failure
0,0,0.0031,0.0,0,0,56.8,177.15,0.96,0.0,0.0004,0.0539,unknown
0,0,0.3702,0.0687,13,0,31.19,247.23,1.07,0.57,0.0345,0.0275,data_quality
0,0,0.3641,0.2288,12,0,37.01,282.39,0.99,0.54,0.0037,-0.0276,data_quality
0,0,0.0008,0.0022,0,0,45.35,205.68,3.45,1.0,-0.4011,2.1397,timeout
0,0,0.0954,0.1755,10,0,39.03,281.65,1.07,0.93,0.016,-0.056,data_quality
0,0,0.0011,0.0,0,1,44.9,214.21,0.27,1.0,0.0015,-0.0202,dependency_failure
1,2,0.0,0.0,3,0,50.17,318.34,0.96,1.0,0.0195,0.0602,schema_change
0,0,0.1396,0.1136,7,0,31.73,314.35,1.02,0.84,0.0656,-0.0038,data_quality
0,0,0.0002,0.0002,0,0,11.14,270.26,3.18,1.0,-0.7825,3.8921,timeout
0,0,0.0,0.0006,0,0,36.71,264.8,4.25,1.0,-0.6279,2.688,timeout
1,1,0.0029,0.0003,2,0,30.84,256.14,1.02,1.0,0.0027,0.0048,schema_change
0,0,0.0,0.0,0,1,35.99,254.17,0.18,1.0,0.0498,-0.0148,dependency_failure
0,0,0.0034,0.0002,0,1,30.61,253.25,0.11,1.0,-0.0105,0.0305,dependency_failure
0,0,0.0021,0.002,0,0,42.31,269.22,2.57,1.0,-0.6809,3.3923,timeout
0,0,0.0648,0.1341,14,0,27.52,175.28,1.15,0.77,0.0521,0.0151,data_quality
1,1,0.0001,0.0,1,0,46.49,260.35,1.12,1.0,0.0109,-0.0242,schema_change
0,0,0.0013,0.0022,0,0,65.88,259.09,0.83,1.0,-0.0445,-0.0841,unknown
0,0,0.0023,0.0,0,0,23.21,275.46,3.28,1.0,-0.742,3.7392,timeout
0,0,0.0028,0.0,0,1,25.13,195.27,0.19,1.0,-0.037,-0.0445,dependency_failure
0,0,0.0,0.0038,0,0,29.8,291.23,4.22,1.0,-0.4576,2.9359,timeout
1,3,0.001,0.001,3,0,38.18,261.67,0.96,1.0,0.0546,0.0358,schema_change
0,0,0.0008,0.0,0,0,69.89,273.63,1.03,1.0,-0.0249,-0.0098,unknown
0,0,0.0,0.0006,0,0,44.88,253.89,2.7,1.0,-0.6025,3.7576,timeout
1,3,0.0015,0.0,4,0,36.26,293.28,1.1,1.0,0.0408,-0.0037,schema_change
0,0,0.0052,0.0,0,0,89.14,3366.22,0.91,1.0,-0.0355,2.1147,resource_constraint
0,0,0.0,0.0017,0,0,80.0,184.08,1.14,1.0,0.0235,0.0694,unknown
0,0,0.1132,0.238,5,0,32.02,192.34,0.95,0.61,0.0724,0.0664,data_quality
0,0,0.0,0.0,0,0,55.76,266.11,2.96,1.0,-0.5313,4.4642,timeout
0,0,0.2347,0.0795,6,0,36.57,214.85,1.11,0.53,0.0449,-0.0538,data_quality
0,0,0.0,0.0,0,0,85.61,3073.3,0.97,1.0,-0.1117,3.684,resource_constraint
0,0,0.0019,0.0007,0,0,85.81,3100.03,0.91,1.0,-0.0408,2.157,resource_constraint
0,0,0.0004,0.0007,0,0,51.01,248.74,1.01,0.0,-0.0468,-0.0163,unknown
0,0,0.0,0.0,0,1,32.89,258.64,0.22,1.0,0.023,-0.0126,dependency_failure
0,0,0.0011,0.0027,0,0,92.47,3150.08,1.14,1.0,-0.0262,2.6365,resource_constraint
1,1,0.0007,0.0032,2,0,46.59,235.61,0.87,1.0,-0.0207,0.013,schema_change
0,0,0.003,0.0003,0,0,37.52,219.13,0.98,1.0,0.0948,-0.0413,unknown
1,2,0.001,0.0028,2,0,27.74,310.77,1.05,1.0,0.0515,-0.0329,schema_change
0,0,0.1913,0.1761,13,0,40.63,241.22,1.0,0.71,-0.0196,0.0106,data_quality
0,0,0.2174,0.1966,14,0,31.82,202.64,0.96,0.81,0.0135,-0.0022,data_quality
0,0,0.0034,0.0013,0,0,40.01,276.67,3.72,1.0,-0.6663,4.7618,timeout
0,0,0.0019,0.0004,0,0,26.62,227.28,2.7,1.0,-0.4413,2.755,timeout
1,1,0.0029,0.0044,1,0,34.16,243.25,1.01,1.0,0.0581,-0.0464,schema_change
0,0,0.0027,0.0006,0,0,46.93,240.36,4.21,1.0,-0.6328,4.1334,timeout
0,0,0.0,0.0025,0,0,89.13,2368.57,1.17,1.0,0.056,2.5175,resource_constraint
0,0,0.0054,0.0043,0,0,49.29,232.74,0.99,0.0,0.0857,0.0105,unknown
0,0,0.0015,0.0,0,0,44.76,273.62,1.11,1.0,-0.0041,-0.0256,unknown
1,1,0.0019,0.001,2,0,53.21,184.83,1.01,1.0,0.0565,-0.0289,schema_change
0,0,0.0011,0.0,0,0,40.15,236.3,2.87,1.0,-0.7148,4.5482,timeout
0,0,0.0027,0.0,0,0,38.21,351.54,3.42,1.0,-0.6049,4.7995,timeout
0,0,0.0027,0.0033,0,0,35.31,316.43,2.82,1.0,-0.687,4.5006,timeout
1,3,0.0059,0.0,4,0,60.34,339.43,0.93,1.0,-0.1123,-0.0439,schema_change
0,0,0.0,0.0027,0,1,29.35,217.56,0.17,1.0,-0.0005,-0.0263,dependency_failure
0,0,0.1371,0.1558,9,0,26.38,224.37,0.96,0.54,-0.0003,0.0138,data_quality
1,1,0.0018,0.0038,1,0,40.2,189.88,1.11,1.0,-0.0499,-0.0192,schema_change
0,0,0.0,0.0,0,0,24.17,254.75,1.06,0.0,-0.0026,0.0169,unknown
0,0,0.0023,0.0037,0,0,91.51,3251.24,1.06,1.0,0.057,2.8588,resource_constraint
0,0,0.0038,0.0039,0,0,29.62,264.16,2.73,1.0,-0.6936,3.266,timeout
0,0,0.0024,0.0008,0,1,36.87,277.4,0.12,1.0,-0.0387,0.0363,dependency_failure
0,0,0.2832,0.2474,6,0,35.2,237.98,1.06,0.61,0.1383,0.005,data_quality
0,0,0.0025,0.001,0,1,19.85,262.38,0.25,1.0,-0.0179,-0.0099,dependency_failure
0,0,0.0012,0.0058,0,0,26.6,224.85,2.7,1.0,-0.4462,2.7174,timeout
0,0,0.0,0.0031,0,0,61.8,175.51,0.99,1.0,-0.0677,0.0295,unknown
0,0,0.3637,0.1777,12,0,24.0,227.77,1.03,0.93,-0.0864,-0.0009,data_quality
1,2,0.0016,0.0025,3,0,26.12,216.41,1.01,1.0,0.0056,-0.0812,schema_change
0,0,0.2944,0.0678,8,0,31.41,258.09,1.06,0.51,-0.033,0.0186,data_quality
0,0,0.0027,0.001,0,0,49.59,273.64,0.89,1.0,-0.0177,0.074,unknown
0,0,0.3021,0.2312,12,0,30.27,210.98,1.21,0.7,-0.0089,0.0247,data_quality
0,0,0.2932,0.1216,1,0,39.5,188.43,0.89,0.97,-0.0396,0.0271,data_quality
0,0,0.0,0.0,0,0,28.6,271.05,0.96,1.0,-0.0774,0.0446,unknown
0,0,0.0038,0.0,0,1,40.97,270.01,0.19,1.0,0.0019,-0.1067,dependency_failure
0,0,0.0049,0.0024,0,0,38.51,188.6,2.66,1.0,-0.6288,2.6986,timeout
0,0,0.0,0.0,0,0,37.47,258.39,2.6,1.0,-0.5974,2.0009,timeout
1,3,0.0,0.0011,3,0,26.5,268.94,0.91,1.0,0.0775,-0.0392,schema_change
0,0,0.0647,0.1357,13,0,23.28,223.26,0.9,0.79,-0.0877,0.0047,data_quality
0,0,0.0056,0.0014,0,0,99.17,3089.27,0.99,1.0,-0.0262,1.8317,resource_constraint
0,0,0.0,0.0005,0,0,57.33,238.84,1.01,0.0,-0.0213,0.0353,unknown
0,0,0.0039,0.0019,0,1,26.96,239.4,0.15,1.0,-0.0306,0.0456,dependency_failure
0,0,0.2772,0.0576,9,0,47.41,285.29,0.92,0.52,-0.0153,0.0073,data_quality
0,0,0.0014,0.0,0,0,36.32,232.2,2.1,1.0,-0.7834,2.5115,timeout
1,2,0.0,0.0018,2,0,26.27,217.32,1.15,1.0,0.0201,-0.0174,schema_change
0,0,0.177,0.2222,13,0,46.63,245.48,0.98,0.86,0.0334,0.0926,data_quality
0,0,0.0022,0.001,0,0,96.59,3122.22,1.12,1.0,0.0803,3.2409,resource_constraint
0,0,0.0024,0.0,0,0,58.96,255.73,1.15,1.0,-0.0061,0.0071,unknown
0,0,0.0,0.0013,0,0,91.47,3481.73,0.98,1.0,-0.0139,3.1493,resource_constraint
0,0,0.0015,0.0,0,1,38.97,300.6,0.27,1.0,-0.0015,-0.0117,dependency_failure
1,1,0.001,0.0,1,0,26.48,237.79,0.94,1.0,-0.0093,0.0028,schema_change
0,0,0.0,0.0,0,0,19.13,231.57,3.2,1.0,-0.6969,2.2471,timeout
0,0,0.2491,0.2228,8,0,51.27,267.7,0.89,0.97,-0.0081,-0.0288,data_quality
0,0,0.0012,0.0,0,0,85.0,3224.82,0.9,1.0,-0.0181,3.9777,resource_constraint
0,0,0.0019,0.0009,0,0,34.82,266.41,0.98,0.0,-0.0055,-0.0026,unknown
1,3,0.0052,0.0,4,0,35.73,174.59,0.97,1.0,-0.0803,0.039,schema_change
0,0,0.1362,0.0345,4,0,42.86,301.84,0.95,0.57,0.044,-0.0664,data_quality
0,0,0.0019,0.0011,0,0,91.21,3475.17,0.74,1.0,-0.1066,3.4619,resource_constraint
0,0,0.0003,0.0,0,0,90.49,3215.79,1.07,1.0,-0.141,3.9752,resource_constraint
1,2,0.0035,0.0026,2,0,25.81,282.75,1.15,1.0,-0.0561,-0.0459,schema_change
0,0,0.0041,0.0045,0,0,88.14,2768.35,1.03,1.0,0.039,2.6033,resource_constraint
0,0,0.0006,0.0004,0,0,89.28,3320.14,0.93,1.0,0.0388,3.8515,resource_constraint
0,0,0.003,0.0037,0,1,40.75,150.24,0.13,1.0,0.0293,-0.0258,dependency_failure
0,0,0.004,0.0028,0,0,85.0,3872.45,0.83,1.0,0.0615,1.9524,resource_constraint
0,0,0.0,0.0004,0,0,59.98,223.23,1.0,0.0,0.1273,-0.0489,unknown
0,0,0.0002,0.0,0,0,37.47,259.26,3.52,1.0,-0.597,3.3736,timeout
0,0,0.0,0.0045,0,1,37.25,260.77,0.15,1.0,-0.0212,0.0912,dependency_failure
0,0,0.002,0.0028,0,1,11.05,286.45,0.12,1.0,0.0548,0.1027,dependency_failure
0,0,0.0018,0.0005,0,1,33.01,274.17,0.2,1.0,0.0596,-0.0306,dependency_failure
0,0,0.0039,0.0036,0,0,25.75,250.64,2.79,1.0,-0.5806,4.1083,timeout
1,3,0.0005,0.0023,4,0,50.54,230.64,0.79,1.0,0.029,0.0695,schema_change
1,2,0.001,0.0004,3,0,32.46,303.26,1.08,1.0,0.0641,0.0058,schema_change
0,0,0.0025,0.0,0,0,41.67,247.24,2.94,1.0,-0.6682,3.0252,timeout
1,2,0.0,0.001,2,0,34.25,185.26,1.15,1.0,-0.0383,-0.038,schema_change
1,3,0.0007,0.0006,3,0,40.71,268.93,0.99,1.0,-0.0423,-0.0757,schema_change
0,0,0.0018,0.0023,0,1,42.14,328.34,0.12,1.0,0.0813,0.1236,dependency_failure
0,0,0.0022,0.0025,0,0,89.18,3431.4,0.85,1.0,0.0225,3.872,resource_constraint
0,0,0.001,0.0014,0,1,42.85,183.54,0.28,1.0,0.0365,0.077,dependency_failure
0,0,0.0,0.0009,0,0,57.74,266.02,1.0,1.0,-0.0463,-0.0549,unknown
0,0,0.0,0.0004,0,1,50.55,263.73,0.16,1.0,-0.0808,-0.0631,dependency_failure
1,3,0.0006,0.0004,3,0,33.05,254.43,1.25,1.0,-0.0169,-0.0153,schema_change
1,3,0.0005,0.0039,4,0,21.24,226.06,1.02,1.0,0.0901,0.0192,schema_change
0,0,0.2671,0.0877,14,0,32.7,296.02,0.97,0.54,-0.0159,0.0553,data_quality
0,0,0.0,0.0,0,0,85.0,2864.12,1.1,1.0,-0.0601,2.0892,resource_constraint
0,0,0.0024,0.0003,0,0,86.45,2872.56,1.27,1.0,-0.0611,3.6563,resource_constraint
0,0,0.0,0.0,0,0,26.73,261.25,3.26,1.0,-0.6602,2.6592,timeout
0,0,0.0016,0.0039,0,1,35.55,235.15,0.3,1.0,-0.0352,-0.0507,dependency_failure
0,0,0.1728,0.1943,1,0,16.98,263.44,0.97,0.79,0.0485,-0.0549,data_quality
0,0,0.0047,0.0011,0,1,25.82,222.75,0.11,1.0,0.0595,-0.0468,dependency_failure
1,1,0.0036,0.0014,1,0,51.6,222.43,1.17,1.0,0.0099,-0.0326,schema_change
0,0,0.0012,0.0038,0,0,38.58,260.12,1.02,1.0,0.1574,-0.0509,unknown
0,0,0.004,0.0016,0,0,40.21,322.43,2.98,1.0,-0.5232,3.888,timeout
0,0,0.1916,0.0718,3,0,42.73,248.73,1.2,0.63,-0.0138,-0.0267,data_quality
0,0,0.0,0.0011,0,0,88.68,2968.81,0.95,1.0,-0.0284,2.8106,resource_constraint
1,2,0.0,0.0019,3,0,41.76,323.61,0.93,1.0,-0.0472,-0.0547,schema_change
0,0,0.0013,0.0017,0,1,41.32,276.36,0.27,1.0,0.0799,0.0376,dependency_failure
1,2,0.0021,0.0022,3,0,25.97,211.08,0.81,1.0,0.023,-0.0675,schema_change
0,0,0.2518,0.0987,3,0,28.26,265.45,1.03,0.9,0.0173,-0.0031,data_quality
0,0,0.0051,0.0015,0,0,30.06,277.18,3.96,1.0,-0.6401,2.2808,timeout
1,2,0.0007,0.0042,3,0,32.15,343.33,1.2,1.0,-0.0452,-0.0354,schema_change
0,0,0.0027,0.0,0,0,47.75,239.01,0.92,1.0,0.0195,0.0248,unknown
0,0,0.0074,0.0,0,1,29.83,214.11,0.23,1.0,0.0788,0.0505,dependency_failure
0,0,0.0059,0.0,0,0,39.04,280.1,0.98,1.0,-0.0161,-0.0235,unknown
0,0,0.0707,0.0825,8,0,20.57,154.32,1.08,0.55,-0.0003,0.0589,data_quality
1,3,0.0,0.0025,3,0,37.39,302.07,1.16,1.0,0.0016,-0.0377,schema_change
0,0,0.3369,0.2097,13,0,35.41,273.07,0.87,0.89,0.0253,0.0551,data_quality
0,0,0.0018,0.0,0,0,96.47,3611.75,1.03,1.0,-0.0014,2.7372,resource_constraint
0,0,0.061,0.1871,9,0,32.16,254.37,1.13,0.92,0.0283,-0.112,data_quality
0,0,0.0,0.0,0,0,53.96,259.96,0.84,1.0,-0.0304,0.0911,unknown
1,2,0.0,0.0015,2,0,33.82,235.42,0.92,1.0,0.0455,0.0865,schema_change
0,0,0.0,0.0007,0,0,42.86,170.29,2.98,1.0,-0.4214,2.3531,timeout
0,0,0.0,0.0,0,0,71.9,247.49,1.06,0.0,-0.0011,-0.0267,unknown
0,0,0.0054,0.0,0,0,31.67,256.98,3.49,1.0,-0.7834,2.3004,timeout
0,0,0.0,0.0018,0,0,67.11,253.28,0.93,0.0,-0.0894,-0.0212,unknown
1,1,0.0,0.0029,2,0,49.51,223.7,0.96,1.0,-0.0082,0.0271,schema_change
0,0,0.0006,0.0031,0,1,38.59,217.38,0.22,1.0,0.0409,-0.0253,dependency_failure
0,0,0.0023,0.0055,0,1,30.81,335.95,0.28,1.0,-0.014,-0.0455,dependency_failure
0,0,0.3275,0.2283,2,0,41.81,255.83,0.94,0.99,-0.0325,0.0076,data_quality
0,0,0.0,0.0,0,0,36.33,296.73,0.83,1.0,0.0229,-0.0085,unknown
0,0,0.0,0.0002,0,0,50.82,264.19,0.95,0.0,-0.0137,-0.0224,unknown
0,0,0.3831,0.0935,2,0,18.19,215.9,1.01,0.93,0.0531,-0.0428,data_quality
0,0,0.0036,0.0016,0,0,48.14,246.83,3.53,1.0,-0.6699,4.2117,timeout
1,2,0.0012,0.0044,3,0,33.17,253.6,1.02,1.0,-0.0227,-0.0401,schema_change
0,0,0.0027,0.0021,0,0,77.66,286.51,1.09,0.0,-0.0243,0.0098,unknown
1,2,0.0005,0.0039,2,0,37.67,238.1,0.99,1.0,0.0512,-0.0092,schema_change
0,0,0.1966,0.1984,6,0,24.15,288.12,0.91,0.67,0.0112,-0.029,data_quality
0,0,0.0012,0.004,0,0,98.31,3477.78,0.92,1.0,-0.0799,2.6482,resource_constraint
0,0,0.0003,0.0,0,0,90.5,3756.17,0.86,1.0,0.0382,2.424,resource_constraint
0,0,0.2853,0.0956,1,0,33.8,199.44,1.05,0.64,-0.0975,-0.1025,data_quality
1,2,0.0,0.0,2,0,38.52,229.92,0.9,1.0,0.0354,0.0122,schema_change
0,0,0.1726,0.162,14,0,30.83,186.77,0.99,0.94,-0.0276,0.0842,data_quality
0,0,0.0015,0.0037,0,0,86.47,3530.48,1.28,1.0,-0.0896,1.8908,resource_constraint
1,1,0.0,0.0,2,0,43.06,222.61,1.08,1.0,-0.0985,0.0446,schema_change
0,0,0.0024,0.0,0,0,90.23,3756.4,0.97,1.0,0.0379,3.031,resource_constraint
0,0,0.3046,0.22,13,0,33.3,297.16,1.06,0.59,-0.1012,0.01,data_quality
0,0,0.0,0.0019,0,0,40.08,374.36,2.69,1.0,-0.6919,4.5287,timeout
0,0,0.1507,0.1895,4,0,32.28,259.26,1.08,0.54,-0.028,-0.1417,data_quality
0,0,0.0,0.0026,0,1,30.9,242.51,0.18,1.0,-0.033,0.0522,dependency_failure
0,0,0.0,0.0058,0,0,87.79,3612.01,1.08,1.0,0.0106,2.1028,resource_constraint
0,0,0.0001,0.0005,0,0,58.81,380.69,0.9,1.0,-0.0235,-0.0801,unknown
0,0,0.0,0.0016,0,0,41.43,190.89,3.11,1.0,-0.6895,3.4588,timeout
0,0,0.0,0.0039,0,0,86.95,3391.24,1.07,1.0,-0.0466,2.5461,resource_constraint
0,0,0.0,0.0,0,1,41.95,212.8,0.29,1.0,0.0792,0.0286,dependency_failure
0,0,0.2424,0.2173,13,0,42.79,220.13,1.19,0.74,-0.0718,-0.013,data_quality
0,0,0.002,0.002,0,0,31.6,252.63,2.1,1.0,-0.5402,2.6932,timeout
1,3,0.0,0.0007,3,0,47.27,255.51,0.93,1.0,-0.0602,0.0253,schema_change
0,0,0.0,0.0,0,0,96.17,2651.42,0.83,1.0,0.0234,1.7489,resource_constraint
0,0,0.0014,0.0,0,0,35.91,243.99,0.66,0.0,0.0165,-0.0538,unknown
1,2,0.0,0.0004,2,0,41.43,274.55,1.14,1.0,-0.0217,0.0102,schema_change
0,0,0.0861,0.2369,4,0,29.53,226.32,1.12,0.9,0.0383,-0.0574,data_quality
0,0,0.0,0.0007,0,0,50.64,198.62,1.02,1.0,0.0109,0.001,unknown
0,0,0.0021,0.0,0,0,33.08,242.09,3.22,1.0,-0.5909,3.7683,timeout
1,3,0.0021,0.0,4,0,33.26,205.03,1.07,1.0,0.0816,-0.013,schema_change
1,3,0.0027,0.0,3,0,35.87,205.25,0.9,1.0,-0.0015,-0.098,schema_change
0,0,0.0845,0.0468,9,0,32.76,211.42,1.05,0.63,-0.0364,0.1083,data_quality
0,0,0.0028,0.0,0,1,41.69,303.17,0.14,1.0,-0.0037,0.0484,dependency_failure
1,2,0.0009,0.0015,2,0,33.07,264.08,0.87,1.0,0.0722,-0.0041,schema_change
1,3,0.0044,0.0029,4,0,31.21,241.28,0.89,1.0,0.071,-0.0267,schema_change
0,0,0.0005,0.0,0,0,24.45,246.52,3.57,1.0,-0.7928,2.517,timeout
0,0,0.0,0.0041,0,0,37.51,231.86,3.69,1.0,-0.4236,2.7625,timeout
0,0,0.114,0.104,10,0,27.44,170.52,0.94,0.72,-0.0696,-0.0302,data_quality
0,0,0.0031,0.0002,0,1,46.11,276.0,0.12,1.0,-0.046,0.0904,dependency_failure
0,0,0.0007,0.0051,0,0,95.3,2915.73,1.05,1.0,-0.1003,3.3791,resource_constraint
0,0,0.0006,0.0,0,0,91.31,3023.09,1.25,1.0,0.0682,1.8469,resource_constraint
0,0,0.0014,0.0011,0,0,33.23,196.17,3.96,1.0,-0.615,4.3195,timeout
0,0,0.0626,0.1714,11,0,27.5,223.99,1.06,0.64,-0.0025,-0.0415,data_quality
1,1,0.0,0.0,2,0,38.22,250.41,1.02,1.0,0.0808,-0.0549,schema_change
0,0,0.0,0.0027,0,0,40.02,240.38,2.57,1.0,-0.7077,4.6603,timeout
0,0,0.0,0.0036,0,1,36.93,223.64,0.12,1.0,0.0189,0.0732,dependency_failure
1,3,0.0,0.0,3,0,34.75,213.61,0.91,1.0,-0.0334,0.0146,schema_change
0,0,0.0,0.0009,0,0,31.54,296.32,2.95,1.0,-0.516,4.3003,timeout
0,0,0.0025,0.0,0,0,56.34,240.8,0.95,0.0,-0.0252,-0.0307,unknown
0,0,0.0,0.0,0,1,23.65,233.33,0.25,1.0,0.0838,-0.0091,dependency_failure
0,0,0.0,0.0,0,0,46.79,290.56,1.04,0.0,0.0138,0.0084,unknown
0,0,0.3328,0.0938,3,0,30.16,295.54,1.0,0.78,-0.0106,0.0752,data_quality
0,0,0.0033,0.0,0,0,28.4,208.36,3.15,1.0,-0.6263,3.1909,timeout
0,0,0.1142,0.1944,14,0,28.91,240.86,0.98,0.51,-0.0539,-0.0321,data_quality
0,0,0.0019,0.0047,0,0,86.26,3085.13,1.16,1.0,0.0105,1.7157,resource_constraint
0,0,0.0032,0.0008,0,0,37.12,221.85,4.8,1.0,-0.6767,3.1453,timeout
0,0,0.0,0.0021,0,0,91.94,2854.76,0.95,1.0,0.0045,2.5927,resource_constraint
0,0,0.0,0.0,0,0,32.09,232.63,3.67,1.0,-0.7105,2.3846,timeout
1,2,0.0,0.0016,3,0,30.97,246.74,1.03,1.0,-0.0244,-0.0338,schema_change
0,0,0.0,0.0046,0,0,77.31,198.28,0.95,1.0,-0.0398,-0.0104,unknown
0,0,0.1027,0.2159,12,0,28.82,250.02,1.02,1.0,-0.0399,0.0314,data_quality
0,0,0.0015,0.0,0,0,34.85,205.04,2.73,1.0,-0.653,3.7934,timeout
1,2,0.0,0.0014,3,0,32.53,255.34,0.98,1.0,0.0354,0.0478,schema_change
0,0,0.3876,0.0369,1,0,31.26,229.03,0.9,0.53,0.0375,0.0011,data_quality
0,0,0.0019,0.0006,0,0,89.17,3576.35,0.98,1.0,-0.0316,1.779,resource_constraint
0,0,0.3776,0.1746,14,0,22.05,300.76,1.04,0.74,-0.1246,-0.0491,data_quality
0,0,0.0,0.0,0,0,43.5,304.45,4.44,1.0,-0.5565,4.7383,timeout
0,0,0.0,0.0021,0,0,93.85,3059.05,0.99,1.0,-0.0219,3.0376,resource_constraint
0,0,0.0,0.0003,0,0,92.02,3338.98,1.06,1.0,0.0693,1.6108,resource_constraint
0,0,0.0004,0.0,0,0,92.28,2852.02,1.05,1.0,-0.0043,3.2411,resource_constraint
1,2,0.0,0.0001,2,0,47.66,234.48,0.93,1.0,0.0698,-0.0655,schema_change
0,0,0.0016,0.0,0,0,57.28,320.6,1.07,0.0,-0.0685,-0.0637,unknown
0,0,0.0032,0.0002,0,0,41.63,276.74,3.43,1.0,-0.5097,3.538,timeout
0,0,0.0007,0.0,0,0,64.36,188.31,0.97,0.0,0.0711,-0.0224,unknown
0,0,0.0032,0.0,0,0,92.18,3082.49,1.01,1.0,-0.0056,3.2356,resource_constraint
1,1,0.0,0.004,1,0,45.64,303.08,1.02,1.0,0.0457,-0.057,schema_change
0,0,0.0045,0.0,0,0,19.26,199.48,2.93,1.0,-0.6507,3.0916,timeout
0,0,0.1073,0.1501,1,0,36.77,233.53,1.1,0.75,-0.0344,-0.0363,data_quality
0,0,0.0008,0.0024,0,0,94.35,3184.39,1.1,1.0,-0.0442,1.9663,resource_constraint
0,0,0.0,0.0017,0,0,90.92,3173.48,0.96,1.0,0.0555,2.1857,resource_constraint
0,0,0.3182,0.1713,1,0,34.84,276.39,1.08,0.91,0.0227,-0.0656,data_quality
0,0,0.0,0.002,0,1,34.6,240.43,0.17,1.0,-0.0142,-0.0024,dependency_failure
1,2,0.0048,0.0014,2,0,46.14,168.04,1.08,1.0,-0.0358,-0.0366,schema_change
0,0,0.387,0.0604,7,0,30.86,258.71,1.05,0.59,-0.0873,-0.0269,data_quality
0,0,0.0016,0.0,0,0,95.34,2964.67,1.03,1.0,0.0105,1.524,resource_constraint
0,0,0.0,0.0012,0,0,60.36,282.89,1.0,1.0,0.0875,-0.0247,unknown
1,2,0.0,0.0,3,0,24.18,189.11,1.11,1.0,-0.0315,0.0767,schema_change
0,0,0.0,0.0012,0,0,89.47,2842.72,1.0,1.0,0.0625,1.5514,resource_constraint
1,3,0.0012,0.0026,4,0,42.44,251.59,1.0,1.0,0.0134,0.0367,schema_change
0,0,0.0923,0.0381,13,0,27.22,251.45,1.02,0.76,0.0966,-0.0328,data_quality
0,0,0.3133,0.1933,8,0,37.54,329.2,0.98,0.86,0.0084,0.0474,data_quality
0,0,0.3994,0.1445,14,0,33.99,211.38,0.97,0.64,-0.0494,0.0032,data_quality
0,0,0.0,0.0043,0,0,55.25,237.14,1.05,0.0,-0.0655,-0.0953,unknown
0,0,0.0002,0.0,0,0,76.24,240.41,1.04,0.0,0.0392,0.0064,unknown
0,0,0.0,0.0026,0,0,78.22,295.68,1.15,0.0,0.0743,-0.0488,unknown
1,2,0.0016,0.0,2,0,37.19,249.46,1.05,1.0,-0.0212,-0.047,schema_change
0,0,0.0007,0.0042,0,0,58.46,296.99,1.09,0.0,-0.0021,0.0481,unknown
0,0,0.0,0.0,0,1,30.29,264.47,0.11,1.0,-0.0846,0.005,dependency_failure
0,0,0.0,0.0006,0,0,89.91,2827.43,0.92,1.0,0.075,1.5201,resource_constraint
0,0,0.0,0.0,0,0,92.87,3320.62,1.01,1.0,0.0197,1.6865,resource_constraint
0,0,0.1434,0.0475,6,0,32.67,247.61,1.05,0.62,0.0145,-0.0998,data_quality
0,0,0.0042,0.0045,0,0,35.79,285.86,3.7,1.0,-0.6763,4.5775,timeout
0,0,0.0006,0.0,0,1,41.68,278.73,0.12,1.0,-0.0287,-0.0843,dependency_failure
0,0,0.0017,0.0027,0,0,87.74,3133.98,1.04,1.0,-0.0201,2.5395,resource_constraint
0,0,0.0039,0.0,0,1,25.98,233.26,0.13,1.0,0.0216,-0.0701,dependency_failure
0,0,0.0,0.0,0,0,92.36,3440.1,0.95,1.0,-0.0198,2.7223,resource_constraint
0,0,0.0014,0.0023,0,1,27.35,232.71,0.11,1.0,-0.0432,0.0282,dependency_failure
0,0,0.0011,0.0,0,0,53.7,269.46,1.09,0.0,0.0095,0.0575,unknown
0,0,0.0,0.0005,0,1,39.8,254.47,0.24,1.0,-0.0017,-0.0121,dependency_failure
0,0,0.0042,0.0031,0,0,58.76,256.17,0.9,1.0,0.0975,0.0617,unknown
1,2,0.0013,0.0,2,0,28.47,246.92,1.03,1.0,0.0138,0.0414,schema_change
0,0,0.0,0.0033,0,1,26.73,283.45,0.18,1.0,-0.0893,0.0273,dependency_failure
